,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B,Indexador
355,NTSD16,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2029,"DI + 1,2%","0,8591","0,6558","0,7529","0,0006","0,7523","0,7536","1028,707779","101,2218","691,73",35.0,,DI+
356,NTSD17,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),20/06/2028,"DI + 0,8%","0,5224","0,3866","0,4488","0,0319","0,4169","0,4809","1048,068792","100,7934","570,91",,,DI+
357,NTSD18,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),22/11/2030,"DI + 0,8%","0,7901","0,4218","0,6013","0,0035","0,5978","0,6049","1059,442852","100,724","922,19",,,DI+
358,NTSD25,NOVA TRANSPORTE DO SUDESTE S.A. - NTS  (*),13/09/2029,"DI + 1,6%","1,163","0,8685","0,9887","0,1071","0,8816","1,0959","1022,778401","101,9017","787,74",,,DI+
359,NTSD26,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2031,"DI + 1,4%","0,9","0,6966","0,7944","0,0161","0,7783","0,8106","1038,647223","102,1782","908,55",,,DI+
360,NTSD35,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),13/09/2032,"DI + 1,85%","1,087","0,8628","0,9578","0,0531","0,9047","1,0111","1039,753201","103,5868","1013,57",,,DI+
361,NTSD36,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2034,"DI + 1,7%","1,0234","0,802","0,9098","0,0358","0,874","0,9457","1054,445766","103,6996","1180,41",45.0,,DI+
362,OMGE13,OMEGA GERAÇÃO S/A (*),15/03/2029,"DI + 1,99%","1,2","0,96","1,0802","0,0006","1,0796","1,0809","787,773182","101,9226","536,85",,,DI+
363,OMGE16,OMEGA GERAÇÃO S/A (*) (**),15/03/2030,"DI + 1,15%","1,05","0,8","0,9564","0,0485","0,9079","1,005","1010,194404","100,6585","863,82",,,DI+
364,OMGE21,OMEGA GERAÇÃO S/A (*) (**),15/05/2026,"DI + 1,3%","0,9","0,55","0,7338","0,0223","0,7114","0,7562","636,185926","100,3361","150,86",,,DI+
365,OMGE26,OMEGA GERAÇÃO S/A (*) (**),15/03/2031,"DI + 1,25%","1,1594","0,7748","0,9818","0,1673","0,8145","1,1492","1014,17238","101,0525","995,84",,,DI+
366,ONCO19,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),25/11/2027,"DI + 1,62%",--,--,--,--,--,--,"762,546689","72,3826",N/D,,,DI+
367,ONCO29,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),25/11/2029,"DI + 1,8%",--,--,--,--,--,--,"727,87127","69,0499",N/D,5.0,,DI+
368,ONCOA1,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),10/04/2029,"DI + 1,4%",--,--,--,--,--,--,"717,438153","66,9992",N/D,45.0,,DI+
369,OPCT15,OCEANPACT SERVICOS MARITIMOS S.A. (*),10/07/2029,"DI + 2,95%","1,65","1,3","1,4786","0,0359","1,4427","1,5146","966,240558","102,31","401,87",,,DI+
370,OPCT16,OCEANPACT SERVICOS MARITIMOS S.A. (*),18/12/2029,"DI + 2,5%","1,7028","1,3597","1,5487","0,1238","1,4249","1,6726","1026,249932","102,4253","649,12",5.0,,DI+
371,OPCT17,OCEANPACT SERVICOS MARITIMOS S.A.  (*),27/07/2030,DI + 2%,"1,65","1,35","1,4972","0,0091","1,4881","1,5064","1026,626918","101,4416","731,05",10.0,,DI+
372,ORMA15,ORIZON MEIO AMBIENTE S.A. (*),15/11/2028,"DI + 2,4%","1,5","1,2","1,35","0,0002","1,3498","1,3503","1018,88521","101,4948","363,74",,,DI+
373,OVSA10,UNIDAS LOCACOES E SERVICOS S.A. (*) (**),20/06/2026,"DI + 2,4%","1,9006","1,6","1,7537","0,0248","1,7289","1,7787","524,393936","100,4412","175,21",,,DI+
374,OVSA1A,UNIDAS LOCACOES E SERVICOS S.A. (*) (**),24/05/2027,"DI + 2,45%","1,9017","1,6888","1,819","0,0083","1,8106","1,8274","1063,110051","100,6362","258,88",5.0,,DI+
375,OVSAA3,UNIDAS LOCACOES E SERVICOS S.A. (*),15/07/2028,"DI + 2,4%","2,5463","2,1134","2,3831","0,2155","2,1676","2,5987","1033,151731","100,0351","535,14",,,DI+
376,OVSAA8,UNIDAS LOCACOES E SERVICOS S.A. (*),10/06/2029,"DI + 2,7%","2,4676","2,0893","2,3086","0,0512","2,2574","2,3599","1059,773014","100,9551","627,96",,,DI+
377,OVSAA9,UNIDAS LOCACOES E SERVICOS S.A. (*),18/11/2029,"DI + 2,5%","2,6591","2,3","2,4882","0,0261","2,4621","2,5144","1060,285549","100,0314","687,52",,,DI+
378,OVSAB0,UNIDAS LOCACOES E SERVICOS S.A. (*),16/05/2028,"DI + 2,3%","2,4216","2,15","2,2886","0,0199","2,2686","2,3086","1046,806216","100,0239","541,43",,,DI+
379,OZNH11,OZN HEALTH SPE S.A (*),26/11/2031,"DI + 3,5%","2,1442","1,6927","2,0268","0,6071","1,4197","2,634","1051,305434","103,6945","642,94",,,DI+
380,PALFA4,COMPANHIA PAULISTA DE FORÇA E LUZ (*),05/09/2027,"DI + 0,55%",--,--,"0,492","0,0542","0,4378","0,5463","575,69693","100,0568","247,94",,,DI+
381,PALFA5,COMPANHIA PAULISTA DE FORÇA E LUZ (*),10/09/2029,"DI + 0,49%","0,6005","0,3201","0,482","0,1184","0,3636","0,6006","1005,371583","100,0222","703,41",,,DI+
382,PALFA6,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/02/2030,"DI + 0,59%",--,--,"0,551","0,053","0,498","0,6041","1016,824651","100,1174","762,43",,,DI+
383,PASS12,COMPASS GAS E ENERGIA S.A (*),01/11/2030,"DI + 1,55%",--,--,"1,3588","0,0748","1,284","1,4337","1069,991847","100,6202","827,38",,,DI+
384,PASS13,COMPASS GAS E ENERGIA S.A (*),15/03/2029,"DI + 1,08%","0,9019","0,7","0,8151","0,0565","0,7585","0,8717","1011,049679","100,7454","713,5",,,DI+
385,PASS14,COMPASS GAS E ENERGIA S.A (*),01/06/2030,"DI + 0,65%","0,5646","0,4357","0,513","0,0157","0,4972","0,5288","1046,085803","100,4712","870,09",10.0,,DI+
386,PASS24,COMPASS GAS E ENERGIA S.A (*),01/06/2032,"DI + 0,7%",--,--,"1,1057","0,2844","0,8213","1,3902","1023,473986","98,3419","1045,44",,,DI+
387,PEJA21,PRIO FORTE S.A (*),15/08/2027,"DI + 2,05%","1,398","0,8253","1,0647","0,0325","1,0322","1,0973","1033,847403","101,6364","421,85",,,DI+
388,PFOR15,PRIO FORTE S.A (*),20/02/2030,"DI + 1,2%",--,"0,8981","0,9759","0,0809","0,895","1,0569","1021,361254","100,6795","770,29",,,DI+
389,PFOR16,PRIO FORTE S.A (*),15/07/2030,"DI + 1,45%","1,288","1,0423","1,143","0,0521","1,0909","1,1953","1040,378659","100,9827","813,9",40.0,,DI+
390,PFOR25,PRIO FORTE S.A (*),20/02/2032,"DI + 1,35%",--,--,"1,2091","0,0429","1,1662","1,2521","1020,404204","100,571","1032,11",,,DI+
391,PFOR26,PRIO FORTE S.A (*),15/07/2032,"DI + 1,6%","1,3828","1,1465","1,2426","0,0643","1,1783","1,307","1045,850321","101,4846","1056,08",,,DI+
392,PGMN26,EMPREENDIMENTOS PAGUE MENOS S/A (*),05/11/2028,"DI + 2,2%","1,6981","1,2684","1,4944","0,0246","1,4698","1,519","1081,014404","101,4591","527,65",,,DI+
393,PLSB2A,AUTOPISTA LITORAL SUL S/A. (*),15/10/2028,"DI + 1,55%","1,35","1,05","1,206","0,0166","1,1893","1,2227","1075,07885","100,5076","376,46",,,DI+
394,PRLG17,PROLAGOS S/A - C.S.PUBL. DE ÁGUA E ESGOTO (*),10/04/2030,"DI + 1,2%","0,9296","0,6788","0,8",0,"0,8","0,8","1083,118601","101,2973","821,48",,,DI+
395,PSAN23,PARSAN S.A. (*),18/03/2030,"DI + 2,7%","2,2","1,8758","2,0489","0,003","2,0459","2,0521","1023,537287","102,1522","845,35",,,DI+
396,QUAL16,QUALICORP S/A (*) (**),03/06/2027,"DI + 1,85%","2,131","1,875","2,032","0,0591","1,9729","2,0912","524,217079","99,8115","266,29",10.0,,DI+
397,RADL15,RAIA DROGASIL S/A (*),25/01/2029,"DI + 1,49%","0,85","0,4501","0,65","0,0002","0,6498","0,6503","1046,085441","101,9632","590,35",,,DI+
398,RADL19,RAIA DROGASIL S/A (*),22/04/2031,"DI + 0,65%",--,--,"0,69","0,0552","0,6348","0,7453","1062,198272","99,8585","897,86",,,DI+
399,RCHL14,LOJAS RIACHUELO S.A. (*),07/11/2027,"DI + 2,35%","1,5744","1,3021","1,4579","0,0424","1,4155","1,5004","1073,828183","100,8505","244,44",,,DI+
400,RDORA5,REDE DOR SÃO LUIZ S/A (*),15/10/2032,DI + 2%,"1,2795","1,1","1,1806","0,0158","1,1647","1,1965","1109,429836","103,5173","1086,92",,,DI+
401,RDORB3,REDE DOR SÃO LUIZ S/A (*) (**),15/05/2032,"DI + 1,9%","1,1807","0,9609","1,0776","0,0123","1,0653","1,0901","1091,779495","103,0915","951,27",,,DI+
402,RDORB5,REDE DOR SÃO LUIZ S/A (*),15/10/2032,"DI + 1,95%","1,269","0,8265","1,0269","0,0113","1,0156","1,0384","1112,254487","103,8032","1040,93",,,DI+
403,RDORB9,REDE DOR SÃO LUIZ S/A (*),20/08/2031,"DI + 1,9%","1,04","0,8568","0,9399","0,0193","0,9206","0,9593","1049,945868","103,4293","901,04",,,DI+
404,RDORC1,REDE DOR SÃO LUIZ S/A (*),05/10/2031,DI + 2%,"1,6984","1,5509","1,6282","0,0357","1,5925","1,6639","1089,101056","101,253","860,96",,,DI+
405,RDORC3,REDE DOR SÃO LUIZ S/A (*) (**),15/05/2032,"DI + 1,9%","1,15","0,8969","1,0091","0,0326","0,9764","1,0418","1094,57814","103,3558","952,01",,,DI+
406,RDORC4,REDE DOR SÃO LUIZ S/A (*),15/09/2027,"DI + 0,65%","0,5691","0,3812","0,4732","0,018","0,4552","0,4913","1006,60194","100,3124","447,1",,,DI+
407,RDORC7,REDE DOR SÃO LUIZ S/A (*),20/06/2029,"DI + 0,79%","0,7","0,5497","0,6154","0,018","0,5975","0,6335","1043,825594","100,388","563,11",,,DI+
408,RDORC9,REDE DOR SÃO LUIZ S/A (*),20/08/2031,"DI + 1,9%","1,0463","0,85","0,9318","0,0308","0,9011","0,9627","1050,247188","103,459","901,1",10.0,,DI+
409,RDORD3,REDE DOR SÃO LUIZ S/A (*),05/05/2034,"DI + 1,7%","1,2","0,9386","1,0733","0,0116","1,0617","1,085","1095,779493","103,0453","1230,65",35.0,,DI+
410,RDORD4,REDE DOR SÃO LUIZ S/A (*),15/09/2031,"DI + 1,1%","1,0966","0,8","0,9405","0,0141","0,9263","0,9547","1010,245705","100,6648","1058,37",5.0,,DI+
411,RDORD7,REDE DOR SÃO LUIZ S/A (*),20/02/2030,"DI + 1,7%",--,--,"1,0302","0,116","0,9142","1,1462","1035,497885","102,0251","765,95",,,DI+
412,RDORD9,REDE DOR SÃO LUIZ S/A (*),25/07/2031,"DI + 2,25%","1,4376","1,1765","1,3079","0,018","1,2899","1,326","1060,675769","103,2568","875,93",,,DI+
413,RDORE4,REDE DOR SÃO LUIZ S/A (*),15/09/2034,"DI + 1,3%","1,2","0,9455","1,0632","0,018","1,0452","1,0814","1016,138718","101,2473","1337,59",,,DI+
414,RDORF1,REDE DOR SÃO LUIZ S/A (*),10/06/2033,"DI + 0,9%",--,--,"0,9877","0,091","0,8967","1,0788","1038,380661","99,6048","1147,74",,,DI+
415,RECV12,PETRORECONCAVO S.A. (*),15/10/2029,"DI + 1,15%","0,9604","0,6987","0,841","0,1269","0,7141","0,9679","1076,665266","100,8311","682,32",,,DI+
416,RENTA5,LOCALIZA RENT A CAR (*),11/08/2033,"DI + 2,35%","1,269","1,1495","1,2116","0,0164","1,1952","1,2281","1071,415224","105,0259","1113,25",45.0,,DI+
417,RENTC4,LOCALIZA RENT A CAR (*),25/11/2028,"DI + 1,85%","1,2935","1,047","1,16","0,0325","1,1275","1,1926","1072,312216","101,7086","628,94",,,DI+
418,RENTC8,LOCALIZA RENT A CAR (*),27/02/2029,"DI + 1,85%","1,2396","0,9987","1,1251","0,0308","1,0943","1,1559","1032,016679","101,9855","694,57",,,DI+
419,RENTD0,LOCALIZA RENT A CAR (*),10/12/2030,"DI + 1,55%","1,2562",1,"1,1279","0,0081","1,1198","1,1361","1061,156582","101,4218","855,56",,,DI+
420,RENTD9,LOCALIZA RENT A CAR (*),16/04/2030,"DI + 1,85%","1,3445","1,0808","1,2135","0,0181","1,1954","1,2316","1092,268252","102,0431","815,08",,,DI+
421,RENTE2,LOCALIZA RENT A CAR (*),20/05/2030,"DI + 1,2%",--,--,"1,2167","0,1184","1,0983","1,3352","1047,1068","99,9444","849,79",,,DI+
422,RENTE4,LOCALIZA RENT A CAR (*),01/08/2032,"DI + 1,3%","1,2765","0,9353","1,109","0,0355","1,0735","1,1446","1030,343231","100,7632","1016,18",,,DI+
423,RENTE9,LOCALIZA RENT A CAR (*),16/04/2034,"DI + 2,15%","1,5","1,2979","1,3959","0,0083","1,3876","1,4043","1107,461748","103,3297","1121,35",,,DI+
424,RENTF2,LOCALIZA RENT A CAR (*),20/05/2032,"DI + 1,4%","1,3358","0,9851","1,1904","0,1028","1,0876","1,2933","1057,643764","100,8884","1078,7",,,DI+
425,RIPR13,RIO PARANA ENERGIA S/A (*) (**),27/06/2027,"DI + 1,29%",--,--,"0,9479","0,039","0,9088","0,987","1042,004869","100,3829","284,75",,,DI+
426,RNDNA0,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),09/11/2027,"DI + 1,5%","1,1479","0,8743","1,0248","0,0045","1,0203","1,0294","1068,963278","100,8392",449,,,DI+
427,RNDNA1,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),17/05/2031,"DI + 1,17%","1,2336","1,042","1,1274","0,0212","1,1062","1,1487","1056,726767","100,1618","967,42",,,DI+
428,RNDNB0,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),09/11/2029,"DI + 1,69%","1,1439","0,85","1,0102","0,0198","0,9904","1,0301","1080,56296","101,8608","694,08",,,DI+
429,RODB11,RODOVIAS DO BRASIL HOLDING S.A. (*),10/05/2030,"DI + 4,25%","2,3329","2,084","2,208","0,0274","2,1807","2,2355","1600,817087","105,4703","684,99",35.0,,DI+
430,RRRP14,3R PETROLEUM OLEO E GAS S.A. (*),08/02/2029,DI + 3%,"2,2732","1,8501","2,0493","0,0693","1,9799","2,1187","1040,51828","101,8497","499,1",,,DI+
431,RSAN15,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),05/12/2026,"DI + 2,5%",--,--,"2,1831","0,0326","2,1505","2,2158","1054,686736","100,3352","272,34",,,DI+
432,RSAN24,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*) (**),15/02/2026,"DI + 2,25%",--,--,--,--,--,--,N/D,N/D,N/D,,,DI+
433,RSAN25,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),05/12/2028,"DI + 2,9%","2,0105","1,666","1,8439","0,0901","1,7538","1,9341","1079,722503","102,5947","627,14",,,DI+
434,SAEL26,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A (*) (**),10/06/2026,"DI + 0,83%","0,3946","0,2","0,3052","0,0189","0,2863","0,3242","1047,739303","100,3488","168,17",,,DI+
435,SAELA4,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A,04/09/2029,"DI + 0,8%","0,65","0,4023","0,5445","0,0473","0,4972","0,592","1015,645415","100,798","789,66",,,DI+
436,SAPRA1,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),15/03/2026,"DI + 1,65%",--,--,"1,2324","0,0355","1,1968","1,268","502,82826","100,1946",119,,,DI+
437,SAPRB1,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),15/01/2027,"DI + 0,88%",--,--,"0,7455","0,0307","0,7148","0,7764","1030,769021","100,1009","190,59",,,DI+
438,SAPRB4,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*),15/01/2030,"DI + 1,05%",--,--,"0,7494","0,0446","0,7048","0,7941","1040,120509","100,9753","821,76",,,DI+
439,SAPRC1,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*),15/04/2028,"DI + 1,9%",--,--,"0,9959","0,018","0,9779","1,014","1091,115459","101,8524","519,78",,,DI+
440,SBFC13,SBF COMERCIO DE PRODUTOS ESPORTIVOS S.A.,29/04/2027,"DI + 2,1%","1,1","0,8","0,9494","0,0019","0,9475","0,9514","719,126055","101,0957","242,7",,,DI+
441,SBSPA1,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),20/02/2029,"DI + 0,49%","0,6","0,2534","0,4798","0,061","0,4188","0,541","1014,073646","100,0282","700,63",,,DI+
442,SBSPB1,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),20/02/2031,"DI + 1,1%","0,6387","0,5127","0,5723","0,0186","0,5538","0,591","1033,827571","101,918","916,62",15.0,,DI+
443,SBSPB7,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),15/12/2025,"DI + 1,8%",--,--,"1,0202","0,2882","0,732","1,3084","523,16065","100,1771",58,,,DI+
444,SBSPC1,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),20/02/2034,"DI + 1,31%","0,7","0,45","0,5707","0,0155","0,5553","0,5863","1050,271935","103,5187","1196,2",,,DI+
445,SBSPC3,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP,10/05/2027,"DI + 0,63%","0,3909","0,2759","0,333","0,0227","0,3103","0,3558","706,081126","100,2958","251,94",,,DI+
446,SBSPC7,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),15/12/2027,"DI + 2,25%","1,3972",1,"1,1989","0,003","1,1959","1,2021","1061,963068","101,5502","375,68",,,DI+
447,SBSPD2,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),10/09/2026,"DI + 0,3%","0,3497","0,2","0,2607","0,0407","0,22","0,3015","1005,445254","100,0363","233,46",,,DI+
448,SBSPD3,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),15/01/2032,"DI + 0,51%","0,7079","0,5855","0,6489","0,003","0,6459","0,652","1022,887698","99,408","1082,61",,,DI+
449,SBSPD9,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),15/12/2026,"DI + 1,29%",--,--,"0,7918","0,0557","0,7361","0,8476","1046,4766","100,3319","169,48",35.0,,DI+
450,SBSPE8,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),15/07/2026,"DI + 1,44%",--,--,"0,8227","0,0565","0,7661","0,8793","517,842624","100,468","192,75",,,DI+
451,SBSPF8,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),15/07/2028,"DI + 1,6%","0,8963","0,69","0,7957","0,0209","0,7748","0,8167","1047,323988","101,5652","493,01",,,DI+
452,SBSPG0,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),15/03/2027,"DI + 1,3%","0,7415","0,5657","0,6619","0,0087","0,6532","0,6706","504,717368","100,5792","230,51",,,DI+
453,SBSPH0,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),15/03/2029,"DI + 1,58%","0,9012","0,7641","0,833","0,0168","0,8162","0,85","1022,20011","101,8445","624,77",,,DI+
454,SIMH16,SIMPAR S.A. (*),20/12/2029,"DI + 3,2%","4,9884","4,1951","4,6117","0,2794","4,3323","4,8913","1003,90463","95,944","764,3",,,DI+
455,SMFT18,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*),20/10/2030,"DI + 1,95%","1,2064","0,6646","0,9313","0,051","0,8803","0,9823","1104,856293","103,2991","818,01",,,DI+
456,SMFT19,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*),05/04/2029,"DI + 1,32%","0,978","0,7","0,8405","0,018","0,8226","0,8586","1084,370596","101,1268","595,93",,,DI+
457,SMFT29,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*),05/04/2031,"DI + 1,52%","1,18","0,9","1,04",0,"1,04","1,04","1091,020955","101,6539","874,25",,,DI+
458,SMFTA0,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*),18/07/2029,"DI + 1,1%",--,--,"0,997","0,0972","0,8997","1,0943","1031,126933","100,2711","669,51",,,DI+
459,SMFTA1,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*),30/10/2029,"DI + 0,89%","0,854","0,5727","0,728","0,0478","0,6802","0,7759","1065,927885","100,444","695,07",,,DI+
460,SNGO10,SANEAMENTO DE GOIÁS - SANEAGO,15/06/2027,"DI + 1,55%","0,45","0,32","0,3937","0,0111","0,3826","0,4049","590,989528","100,9411","206,47",,,DI+
461,SNGO18,SANEAMENTO DE GOIÁS - SANEAGO,27/11/2025,"DI + 2,45%","0,3879","0,2242","0,31",0,"0,31","0,31","84,528718","100,2036","24,29",,,DI+
462,SNGO19,SANEAMENTO DE GOIÁS - SANEAGO,11/08/2026,"DI + 1,9%",--,--,"0,3634","0,1098","0,2536","0,4732","309,169869","100,6778","112,15",,,DI+
463,SNGOA1,SANEAMENTO DE GOIÁS - SANEAGO,23/08/2028,"DI + 2,25%","0,4773","0,35","0,4137","0,0098","0,4039","0,4235","995,456675","102,3901",330,,,DI+
464,SNGOA2,SANEAMENTO DE GOIÁS - SANEAGO,15/07/2029,"DI + 0,8%","0,4856","0,378","0,4329","0,009","0,4239","0,4421","1010,738054","100,721","496,64",,,DI+
465,SNGOA3,SANEAMENTO DE GOIÁS - SANEAGO,15/04/2030,"DI + 0,65%",--,--,"0,5465","0,0327","0,5138","0,5793","1006,049254","100,2573","629,62",,,DI+
466,STBP15,SANTOS BRASIL PARTICIPAÇÕES S/A (*),15/08/2029,"DI + 0,55%",--,--,"0,627","0,0356","0,5914","0,6627","1013,194477","99,7642","777,01",,,DI+
467,STBP24,SANTOS BRASIL PARTICIPAÇÕES S/A,25/03/2026,DI + 1%,"0,5177","0,25","0,4201","0,0478","0,3722","0,468","539,526504","100,2679","117,11",,,DI+
468,STBP25,SANTOS BRASIL PARTICIPAÇÕES S/A (*),15/08/2031,"DI + 0,7%","0,6556","0,477","0,5666","0,0156","0,5509","0,5823","1021,012452","100,5179","982,64",35.0,,DI+
469,SULA29,SUL AMÉRICA S/A (*),08/11/2028,"DI + 1,825%","1,4757","1,226","1,3421","0,0622","1,2799","1,4045","1072,70904","101,0073","531,83",10.0,,DI+
470,SUMI15,GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*) (**),30/10/2028,"DI + 3,2%","2,2017","1,5384","1,8907","0,1164","1,7743","2,0072","952,959986","101,6912","332,51",,,DI+
471,SUMI39,GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*),15/04/2031,DI + 2%,"2,1288","1,7144","1,9069","0,1296","1,7773","2,0366","1063,268911","100,2389","658,71",,,DI+
472,SUZB18,SUZANO S.A. (*) (**),26/09/2025,"DI + 1,2%","0,9401","0,55","0,7082","0,048","0,6601","0,7563","10140,26728","101,0392",3,15.0,,DI+
473,SUZBA1,SUZANO S.A. (*),15/05/2032,"DI + 0,8%","0,751","0,6","0,6791","0,0038","0,6754","0,683","1060,038052","100,4917","1030,77",45.0,,DI+
474,SUZBB1,SUZANO S.A. (*),15/05/2034,DI + 1%,"0,8045","0,5","0,6626","0,0357","0,6269","0,6985","1072,804919","101,6285","1220,25",10.0,,DI+
475,SVEA14,SOLVI ESSENCIS AMBIENTAL S.A. (*),12/04/2029,"DI + 3,1%","2,235","1,7333","1,9909","0,0443","1,9466","2,0352","1096,696942","101,7811","412,8",45.0,,DI+
476,SVEA15,SOLVI ESSENCIS AMBIENTAL S.A. (*),06/06/2032,"DI + 2,1%","2,1508","1,8383","2,0012",0,"2,0012","2,0012","1051,638246","100,29","754,25",5.0,,DI+
477,SVEA22,SOLVI ESSENCIS AMBIENTAL S.A. (*),15/06/2032,"DI + 3,5%","2,6264","1,9","2,3126","0,1006","2,212","2,4133","889,056014","102,8859","626,32",,,DI+
478,TAEEA1,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,15/05/2028,"DI + 1,7%",--,--,"0,4466","0,0787","0,3679","0,5253","1086,745086","102,6898","540,42",45.0,,DI+
479,TAEEA5,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*),15/03/2029,"DI + 0,63%","0,5452","0,3492","0,4535","0,1016","0,3519","0,5552","1008,490021","100,501","717,63",15.0,,DI+
480,TAEEA6,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*),15/09/2031,"DI + 0,55%",--,--,--,--,--,--,N/D,N/D,N/D,,,DI+
481,TAEEC1,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,15/01/2027,"DI + 1,36%","0,3869","0,2452","0,3138","0,0061","0,3078","0,32","692,541987","100,7871","190,72",10.0,,DI+
482,TBSP12,TIM BRASIL SERVICOS E PARTICIPACOES S.A (*),23/07/2030,"DI + 0,7%","0,5144","0,28","0,4387","0,0592","0,3796","0,498","1034,460204","100,8446","816,49",35.0,,DI+
483,TBSP22,TIM BRASIL SERVICOS E PARTICIPACOES S.A (*),23/07/2032,"DI + 0,85%","0,6769","0,4394","0,5758","0,0502","0,5256","0,626","1037,896251","101,1533","1063,15",45.0,,DI+
484,TFLEA0,LOCALIZA FLEET S.A. (*) (**),24/09/2025,"DI + 1,6%","1,2117",1,"1,1166","0,0228","1,0938","1,1395","1078,54048","100,4543",1,,,DI+
485,TFLEA3,LOCALIZA FLEET S.A. (*),20/12/2028,"DI + 1,85%","1,2513",1,"1,1204","0,033","1,0874","1,1536","1062,08119","101,86","646,93",,,DI+
486,TFLEA4,LOCALIZA FLEET S.A. (*),26/01/2029,"DI + 1,85%","1,3671","1,0534","1,22","0,0284","1,1916","1,2486","1043,027336","101,6685","672,88",,,DI+
487,TFLEA7,LOCALIZA FLEET S.A. (*),10/02/2031,"DI + 1,4%","1,2757","0,9","1,1014","0,0032","1,0982","1,1048","1028,91623","100,9757","830,56",15.0,,DI+
488,TFLEB0,LOCALIZA FLEET S.A. (*),24/09/2025,"DI + 1,75%","1,474","1,19","1,3257","0,027","1,2987","1,3528","1082,525789","100,7564",1,,,DI+
489,TFLEB5,LOCALIZA FLEET S.A. (*),04/11/2030,"DI + 1,5%","1,3297",1,"1,1691","0,0248","1,1443","1,1941","1142,58247","100,9606","738,85",,,DI+
490,TIET19,AES TIETE ENERGIA S/A (*) (**),15/03/2027,DI + 1%,"0,6638","0,3711","0,5238","0,0162","0,5075","0,5401","1007,898074","100,4333","230,65",,,DI+
491,TIGR12,TIGRE S.A PARTICIPACOES (*),24/10/2029,"DI + 0,6%","1,45","1,15","1,2989","0,003","1,2959","1,3021","1040,11397","97,9106","766,83",,,DI+
492,TIGR21,TIGRE S.A PARTICIPACOES (*),10/11/2028,"DI + 1,7%",--,--,"1,265","0,0216","1,2434","1,2868","1069,893747","100,9128","534,65",,,DI+
