,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B,Indexador
4270,IVIAA0,CONC. RODOV. INTERI. PAULISTA S/A (*),15/05/2038,"IPCA + 6,8672%","7,6988","7,4035","7,5251","0,0656","7,4595","7,5908","1041,93306","96,1917","1583,99",40.0,15/05/2033,IPCA+
4271,JALL11,JALLES MACHADO S.A.,15/12/2028,"IPCA + 5,5923%","7,9523","7,6417","7,7545","0,0964","7,658","7,851","1147,620014","94,2036",741,,15/08/2028,IPCA+
4272,JALL13,JALLES MACHADO S.A.,15/09/2032,"IPCA + 6,4876%","7,8955","7,4546","7,6689","0,0895","7,5794","7,7586","1090,859963","95,0091","1165,27",,15/08/2030,IPCA+
4273,JALL14,JALLES MACHADO S.A. (*),15/10/2030,"IPCA + 7,1163%",--,--,"7,7034","0,0501","7,6533","7,7536","1099,308906","97,7311","1056,48",,15/08/2030,IPCA+
4274,JALL15,JALLES MACHADO S.A. (*),15/05/2034,"IPCA + 6,6074%","7,8015","7,5888","7,6756","0,0372","7,6384","7,7128","1021,846544","94,2511","1488,33",,15/05/2033,IPCA+
4275,JALL21,JALLES MACHADO S.A.,15/12/2031,"IPCA + 5,8041%","7,9131","7,5571","7,708","0,0537","7,6543","7,7618","1125,495718","92,3383","1120,64",,15/08/2030,IPCA+
4276,JALL24,JALLES MACHADO S.A. (*),17/10/2033,"IPCA + 7,234%","7,783","7,6083","7,6641","0,0753","7,5888","7,7395","1101,02197","97,8374","1373,53",,15/08/2032,IPCA+
4277,JSMLB5,SIMPAR S.A. (*),15/09/2031,"IPCA + 7,9677%",--,"12,8661","13,1418","0,165","12,9768","13,3069","1039,069376","82,4425","1025,24",,15/08/2030,IPCA+
4278,JTEE11,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*) (**),15/07/2033,"IPCA + 4,5%","7,232","6,9386","7,0446","0,0783","6,9663","7,123","957,164278","91,2991","938,38",,15/05/2029,IPCA+
4279,JTEE12,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*),15/12/2044,"IPCA + 4,8295%",--,--,"6,8553","0,0421","6,8132","6,8975","1367,321196","86,4414","1846,51",,15/05/2035,IPCA+
4280,KLBNA5,KLABIN S/A (*),15/08/2039,"IPCA + 6,05%","7,0874","6,6262","6,8712","0,1143","6,7569","6,9856","986,929999","93,2892","2249,99",,15/08/2040,IPCA+
4281,LCAMD1,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,15/09/2031,"IPCA + 6,5119%","9,2635","8,8739","9,0668","0,0503","9,0166","9,1172","1124,283269","90,3573","1071,55",,15/08/2030,IPCA+
4282,LCAMD3,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),15/04/2029,"IPCA + 7,2101%","9,2072","8,7598","9,0004","0,0768","8,9236","9,0773","1129,117726","95,0094","777,03",,15/05/2029,IPCA+
4283,LGEN11,LAGOA 1 ENERGIA RENOVAVEL S.A.,15/03/2029,"IPCA + 7,3287%","8,3611","8,1022","8,2288","0,1081","8,1207","8,337","897,643167","98,6538","408,1",,15/05/2027,IPCA+
4284,LIGH1B,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,640459","64,42",N/D,,,IPCA+
4285,LIGH2B,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"38,640329","35,25",N/D,,,IPCA+
4286,LIGHA5,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,N/D,N/D,N/D,,,IPCA+
4287,LIGHB4,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,437793","64,2352",N/D,,,IPCA+
4288,LIGHB6,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,640459","64,42",N/D,,,IPCA+
4289,LIGHB7,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,573541","64,359",N/D,,,IPCA+
4290,LIGHC3,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,323728","64,1312",N/D,,,IPCA+
4291,LIGHC4,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"38,640329","35,25",N/D,,,IPCA+
4292,LIGHC6,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"38,640329","35,25",N/D,,,IPCA+
4293,LIGHC7,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"40,971218","37,3764",N/D,,,IPCA+
4294,LIGHD2,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,N/D,N/D,N/D,,,IPCA+
4295,LIGHD3,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"40,971218","37,3764",N/D,,,IPCA+
4296,LIGHE2,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"40,951487","37,3584",N/D,,,IPCA+
4297,LORTA7,LOCALIZA RENT A CAR,15/03/2031,"IPCA + 5,4702%","9,3365","8,9252","9,1118","0,1093","9,0025","9,2211","1117,197901","86,2183","1093,55",,15/08/2030,IPCA+
4298,LTTE15,LINHAS DE TAUBATE TRANS.DE ENERGIA S/A (*) (**),15/10/2038,"IPCA + 5,09%","7,6863","7,4072","7,5607","0,1367","7,4241","7,6975","1133,230893","88,4486","1287,61",,15/08/2032,IPCA+
4299,MEZ511,MEZ 5 ENERGIA S.A.,15/01/2046,"IPCA + 7,0657%","9,5422","8,7722","9,1595","0,0503","9,1092","9,2099","1161,076666","86,6999",1788,,15/05/2035,IPCA+
4300,MGSP12,EDP TRANSMISSAO SP-MG S.A.,15/07/2039,"IPCA + 4,45%","7,6554","7,3581","7,5083","0,0898","7,4185","7,5982","1158,705691","84,1889","1447,73",,15/08/2032,IPCA+
4301,MOVI18,MOVIDA PARTICIPACOES S/A (*),15/06/2029,"IPCA + 8,0525%",--,--,"12,8591","0,1695","12,6896","13,0287","1011,667529","87,0091","799,95",,15/05/2029,IPCA+
4302,MOVI37,MOVIDA PARTICIPACOES S/A (*),15/09/2031,"IPCA + 7,6366%",--,--,"13,4","0,5551","12,845","13,9552","1004,032811","80,55","1029,4",,15/08/2030,IPCA+
4303,MRSAA1,MRS LOGÍSTICA S/A (*),15/09/2033,"IPCA + 6,2414%","7,1811","6,892","7,0058","0,0699","6,936","7,0758","1045,772984","95,5298","1602,12",,15/05/2033,IPCA+
4304,MRSAA2,MRS LOGÍSTICA S/A (*),15/09/2034,"IPCA + 6,5251%","7,0936","6,7842","6,9265","0,0621","6,8644","6,9886","1023,133977","97,4311","1739,86",35.0,15/05/2035,IPCA+
4305,MRSAA3,MRS LOGÍSTICA S/A (*),15/07/2032,"IPCA + 7,2638%","7,2212","6,9366","7,0855","0,102","6,9835","7,1876","1024,726176","100,9064","1367,72",,15/08/2032,IPCA+
4306,MRSAB1,MRS LOGÍSTICA S/A (*),15/09/2035,"IPCA + 6,3439%","7,1286","6,8215","6,928","0,0666","6,8614","6,9947","1053,865055","96,2679","1744,02",,15/05/2035,IPCA+
4307,MRSAB2,MRS LOGÍSTICA S/A (*),15/09/2036,"IPCA + 6,5514%","7,0925","6,7635","6,9378","0,0682","6,8696","7,0061","1022,180475","97,34","1871,86",,15/05/2035,IPCA+
4308,MRSAB3,MRS LOGÍSTICA S/A (*),15/07/2040,"IPCA + 6,8437%","6,9884","6,7296","6,8401","0,0373","6,8028","6,8775","1015,087991","100,0305","2280,9",50.0,15/08/2040,IPCA+
4309,MRSAC1,MRS LOGÍSTICA S/A (*),15/09/2038,"IPCA + 6,4496%","6,9367","6,6155","6,7701","0,094","6,6761","6,8643","1067,146246","97,4799","2133,14",,15/08/2040,IPCA+
4310,MRSAC2,MRS LOGÍSTICA S/A (*),15/09/2039,"IPCA + 6,5796%","6,962","6,6134","6,7859","0,0532","6,7327","6,8392","1032,192245","98,2931","2238,67",,15/08/2040,IPCA+
4311,MSGT12,MATA DE SANTA GENEBRA TRANSMISSÃO S/A,15/11/2030,"IPCA + 4,95%","7,9023","7,5621","7,7502","0,1022","7,648","7,8525","879,034859","93,6083","625,7",,15/08/2028,IPCA+
4312,MSGT13,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*) (**),15/11/2031,"IPCA + 7,0605%","8,7864","8,4378","8,6183","0,0958","8,5225","8,7142","1012,344218","95,4402","807,77",,15/05/2029,IPCA+
4313,MSGT23,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*),15/11/2037,"IPCA + 6,0762%","7,4237","7,013","7,2206","0,1276","7,093","7,3483","1085,140565","92,9372","1702,08",,15/05/2035,IPCA+
4314,MSGT33,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*),15/11/2041,"IPCA + 6,2339%","7,2837","6,9814","7,1168","0,0609","7,056","7,1778","1059,936205","93,0901","2150,42",,15/08/2040,IPCA+
4315,MTRJ19,CONCESSÃO METROVIÁRIA DO R. JANEIRO S/A (*),15/12/2031,"IPCA + 7,0857%","7,1117","6,4741","6,8292","0,207","6,6222","7,0363","1278,011921","100,7348","770,28",10.0,15/05/2029,IPCA+
4316,MVLV16,MOVIDA PARTICIPACOES S/A (*),15/06/2028,"IPCA + 7,1702%",--,--,"12,192","0,1101","12,0819","12,3022","1547,615741","88,2797",686,,15/08/2028,IPCA+
4317,NEOE16,NEOENERGIA S/A,15/06/2029,"IPCA + 4,07%","7,4886","7,1749","7,3522","0,0783","7,2739","7,4306","1311,25736","92,3089","646,46",15.0,15/08/2028,IPCA+
4318,NEOE26,NEOENERGIA S/A,15/06/2033,"IPCA + 4,22%","7,3815","7,0228","7,205","0,0613","7,1437","7,2665","929,950917","89,9813","924,19",,15/05/2029,IPCA+
4319,NMCH11,NEOENERGIA MORRO DO CHAPEU TRANSMISSAO E ENERGIA S.A. (*),15/12/2038,"IPCA + 6,5599%","7,5868","7,0727","7,305","0,1059","7,1992","7,411","1054,65053","96,0431","1449,97",,15/08/2032,IPCA+
4320,NNAE12,SPE NOVO NORTE AEROPORTOS S.A. (*),15/12/2040,"IPCA + 9,5%","8,9737","8,6479","8,8307","0,3215","8,5092","9,1523","1260,12934","103,7682","1532,16",35.0,15/05/2033,IPCA+
4321,NRTB11,NORTE BRASIL TRANSMISSORA DE ENERGIA S/A,15/09/2026,"IPCA + 7,15%","9,3733","9,1601","9,3688","0,1481","9,2207","9,517","290,977781","98,5249","182,55",,15/08/2026,IPCA+
4322,NRTB21,NORTE BRASIL TRANSMISSORA DE ENERGIA S/A,15/09/2026,"IPCA + 7,15%","9,3685","9,1419","9,358","0,148","9,21","9,506","345,552844","98,5319","182,55",,15/08/2026,IPCA+
4323,NTEN11,NORTE ENERGIA S/A,15/05/2030,"IPCA + 7,25%","12,2555","11,5066","11,8568","0,3697","11,4871","12,2266","1113,436141","91,0841","548,93",,15/08/2028,IPCA+
4324,ODTR11,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/10/2025,"IPCA + 6,7%","10,0766","9,4976","9,783","0,4544","9,3285","10,2375","20653,046204","99,7855",19,,,IPCA+
4325,ODYA11,ODOYA TRANSMISSORA DE ENERGIA S.A.. (*),15/09/2031,"IPCA + 6,7968%",--,--,"7,9395","0,099","7,8405","8,0387","857,227604","97,1387","683,28",,15/08/2028,IPCA+
4326,OMGE12,OMEGA GERAÇÃO S/A,15/09/2028,"IPCA + 4,3671%","8,1147","7,7385","7,853","0,0716","7,7814","7,9247","1247,796511","91,1546","709,24",35.0,15/08/2028,IPCA+
4327,OMGE22,OMEGA GERAÇÃO S/A,15/09/2028,"IPCA + 4,3671%","8,099","7,741","7,9157","0,0547","7,861","7,9705","1244,452182","90,9103","717,4",,15/08/2028,IPCA+
4328,OMGE31,OMEGA GERAÇÃO S/A (*) (**),15/05/2026,"IPCA + 5,6%","10,392","9,9956","10,2524","0,1976","10,0548","10,4501","837,033527","97,2498",163,,15/08/2026,IPCA+
4329,OMGE41,OMEGA GERAÇÃO S/A,15/05/2027,IPCA + 5%,"8,6557","8,1458","8,3877","0,0628","8,3249","8,4505","1362,126841","95,1456","394,59",,15/05/2027,IPCA+
4330,OMNG12,OMEGA ENERGIA E IMPLANTACAO 2 S.A.,15/12/2029,"IPCA + 7,1096%","8,3257","7,9721","8,1636","0,1376","8,026","8,3012","793,904487","98,025","511,38",,15/05/2027,IPCA+
4331,ORIG11,ORIGEM ENERGIA S.A (*),15/12/2035,"IPCA + 8,4001%","10,2024","9,7469","9,9018","0,2015","9,7003","10,1033","1028,116764","92,6873","1376,11",35.0,15/08/2032,IPCA+
4332,ORIG12,ORIGEM ENERGIA S.A,15/12/2035,"IPCA + 10,0361%","10,295","9,868","10,1273","0,1122","10,0151","10,2397","1004,892241","99,5561","1352,23",10.0,15/08/2032,IPCA+
4333,PALF38,COMPANHIA PAULISTA DE FORÇA E LUZ,15/09/2027,"IPCA + 5,05%","8,0361","7,6913","8,0341","0,4666","7,5675","8,5007","965,163794","96,0602","360,7",,15/05/2027,IPCA+
4334,PALFA3,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/10/2033,"IPCA + 6,1774%","7,1467","6,7737","6,9567","0,0441","6,9126","7,0009","1074,912357","95,9563","1417,46",,15/08/2032,IPCA+
4335,PALFB3,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/10/2035,"IPCA + 6,1753%","7,1548","6,8477","6,9554","0,0668","6,8886","7,0223","1065,42322","95,11","1717,07",,15/05/2035,IPCA+
4336,PALFB6,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/02/2035,"IPCA + 7,7082%","7,1053","6,7758","6,9533","0,0351","6,9182","6,9884","1076,554736","104,544",1599,,15/05/2033,IPCA+
4337,PASN12,PARANAGUA SANEAMENTO S/A (*),15/07/2030,"IPCA + 6,1%","8,7315","8,5236","8,6179","0,0809","8,537","8,6989","692,640991","94,7403","574,67",,15/08/2028,IPCA+
4338,PAXA12,PAX INVESTIMENTOS EM AEROPORTOS S.A (*),15/02/2040,"IPCA + 9,5844%","8,7087","8,3913","8,5366","0,0476","8,489","8,5843","1149,817106","107,1478","1828,29",,15/05/2035,IPCA+
4339,PEJA11,PRIO FORTE S.A (*),15/08/2032,"IPCA + 7,41%","7,5983","7,2733","7,41","0,1","7,31","7,5102","1152,117308",100,"938,27",,15/05/2029,IPCA+
4340,PEJA22,PRIO FORTE S.A (*),15/02/2034,"IPCA + 6,4662%","7,5687","7,2509","7,3656","0,075","7,2907","7,4407","1027,380659","95,1403","1486,5",,15/05/2033,IPCA+
4341,PEJA23,PRIO FORTE S.A (*),15/04/2034,"IPCA + 6,5102%","7,5904","7,2386","7,4038","0,0616","7,3422","7,4656","1043,706861","95,2004","1476,78",,15/05/2033,IPCA+
4342,PETR16,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*) (**),15/01/2026,"IPCA + 4,046%","8,9169","8,3803","8,6476","0,4903","8,1574","9,138","1423,545656","98,6017",82,,,IPCA+
4343,PETR17,PETRÓLEO BRASILEIRO S/A - PETROBRAS,15/09/2029,"IPCA + 3,6%","7,0155","6,7259","6,843","0,0703","6,7727","6,9134","1250,579637","89,1622","935,68",,15/05/2029,IPCA+
4344,PETR18,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*),15/06/2035,"IPCA + 6,3874%","6,7279","6,431","6,5666","0,0647","6,5019","6,6315","1006,400276","98,783","1831,2",,15/05/2035,IPCA+
4345,PETR26,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*) (**),15/01/2029,"IPCA + 4,2186%","7,0185","6,6998","6,8456","0,067","6,7786","6,9126","1337,477316","92,6115","775,68",10.0,15/05/2029,IPCA+
4346,PETR27,PETRÓLEO BRASILEIRO S/A - PETROBRAS,15/09/2034,"IPCA + 3,9%","6,7752","6,4738","6,6477","0,0299","6,6178","6,6778","1151,405955","82,0886","1884,06",,15/05/2035,IPCA+
4347,PETR28,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*),15/06/2040,"IPCA + 6,6556%","6,5679","6,28","6,3869","0,1157","6,2712","6,5027","1043,100151","102,3239","2302,55",35.0,15/08/2040,IPCA+
4348,PETR38,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*),15/06/2045,"IPCA + 6,8431%","6,7452","6,2877","6,4162","0,1577","6,2585","6,574","1064,882845","104,417","2743,19",35.0,15/05/2045,IPCA+
4349,PLSB1A,AUTOPISTA LITORAL SUL S/A. (*),15/10/2031,"IPCA + 5,855%","7,917","7,5218","7,6665","0,038","7,6285","7,7047","1179,776739","94,4182","846,48",35.0,15/05/2029,IPCA+
4350,POTE11,POTENGI HOLDINGS S.A. (*),15/12/2041,"IPCA + 7,3706%","7,6805","7,2786","7,4935","0,0673","7,4261","7,5609","1079,987835","99,2548","1644,55",5.0,15/05/2033,IPCA+
4351,POTE12,POTENGI HOLDINGS S.A. (*),15/10/2042,"IPCA + 7,0416%","7,7832","7,3861","7,604","0,0378","7,5662","7,6418","97,184559","96,9654","1465,85",35.0,15/08/2032,IPCA+
4352,PPTE11,PORTO PRIMAVERA TRANSMISSORA DE ENERGIA S.A.,15/02/2029,"IPCA + 4,45%","7,9438","7,4359","7,6706","0,0481","7,6226","7,7188","773,985675","93,7439","531,85",,15/05/2027,IPCA+
4353,PRAS11,PIRAPORA SOLAR HOLDING S.A. (*) (**),15/08/2034,"IPCA + 5,7656%","7,722","7,4483","7,6025","0,1375","7,4651","7,7401","987,074518","92,8837","1065,82",35.0,15/08/2030,IPCA+
4354,PRPO12,PIRAPORA II SOLAR HOLDING S.A. (*),15/12/2031,"IPCA + 4,22%","8,1513","7,8641","7,9487","0,0529","7,8959","8,0017","989,146161","89,2405","800,9",35.0,15/05/2029,IPCA+
4355,PRSS11,PAX INVESTIMENTOS EM AEROPORTOS S.A (*),15/02/2040,"IPCA + 8,6141%","8,0391","7,7377","7,8745","0,0662","7,8083","7,9407","1123,360617","105,1824","1875,97",,15/05/2035,IPCA+
4356,PRTE12,PARANAIBA TRANSMISSORA DE ENERGIA S.A.,15/03/2028,"IPCA + 6,9045%","8,3165","7,9257","8,1529","0,1244","8,0285","8,2775","479,604591","98,2875","374,12",,15/05/2027,IPCA+
4357,PTAZ11,PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A. (*),15/04/2046,"IPCA + 5,6904%","7,4159","7,21","7,3691","0,0255","7,3436","7,3948","1119,99503","86,7112","2204,73",,15/08/2040,IPCA+
4358,QUAT13,ACUCAREIRA QUATA S/A (*),15/07/2034,"IPCA + 7,8722%","8,3479","8,0617","8,163","0,0498","8,1132","8,2129","1146,366808","98,9683","968,62",35.0,15/08/2030,IPCA+
4359,RAIZ13,RAIZEN S.A. (*),15/09/2034,"IPCA + 6,4879%","8,527","8,0651","8,2843","0,061","8,2233","8,3454","935,428861","89,1353","1714,87",35.0,15/05/2035,IPCA+
4360,RAIZ23,RAIZEN S.A. (*),15/09/2039,"IPCA + 6,4794%","8,239","7,8338","8,0365","0,0463","7,9903","8,0829","923,310784","87,9807","2185,27",,15/08/2040,IPCA+
4361,RALM11,RIALMA TRANSMISSORA DE ENERGIA V S/A (*),15/12/2048,"IPCA + 7,8293%","8,0591","7,7586","7,9071","0,0429","7,8642","7,9501","1107,998958","99,3214","2376,24",50.0,15/08/2040,IPCA+
4362,RALM21,RIALMA TRANSMISSORA DE ENERGIA V S/A (*),15/12/2048,"IPCA + 7,8293%","8,0595","7,7686","7,9195","0,0302","7,8894","7,9498","1033,961667","99,2139","2375,36",,15/08/2040,IPCA+
4363,RATL11,CONCESSIONARIA ROTA DO ATLANTICO S.A (*),15/12/2036,"IPCA + 7,1717%","7,599","7,3051","7,5093","0,0841","7,4252","7,5935","1179,405729","98,2439","1415,01",,15/08/2032,IPCA+
4364,RDOE18,CONCESSIONÁRIA DO RODOANEL OESTE S/A (*),15/04/2031,"IPCA + 5,95%","7,1439","6,8693","6,9657","0,1499","6,8158","7,1158","1053,114964","96,328","985,66",,15/08/2030,IPCA+
4365,RDVE11,RDVE SUBHOLDING S.A. (*),15/04/2038,"IPCA + 7,0421%","7,5601","7,2612","7,3876","0,1301","7,2576","7,5178","1176,157141","98,481","1191,81",35.0,15/08/2030,IPCA+
4366,RECV11,PETRORECONCAVO S.A. (*),15/05/2031,"IPCA + 7,3249%","8,2956","7,8332","8,0583","0,1057","7,9527","8,1641","1058,609161","97,3906","976,45",5.0,15/08/2030,IPCA+
4367,RENTD1,LOCALIZA RENT A CAR (*),15/12/2031,"IPCA + 8,867%",--,--,"9,193","0,1159","9,0771","9,3091","1080,846512","98,1637",1562,,15/05/2033,IPCA+
4368,RESA14,RAIZEN ENERGIA S/A,15/11/2029,"IPCA + 3,539%","9,0566","8,601","8,8218","0,0754","8,7465","8,8973","1245,250195","86,55","725,08",,15/08/2028,IPCA+
4369,RESA15,RAIZEN ENERGIA S/A,15/06/2030,"IPCA + 5,8%","8,8668","8,3756","8,612","0,0769","8,5351","8,689","1284,221269","91,6761","830,54",,15/05/2029,IPCA+
4370,RESA17,RAIZEN ENERGIA S/A (*) (**),15/03/2029,"IPCA + 5,9219%","8,8478","8,4059","8,6195","0,0657","8,5539","8,6853","1106,311897","92,4303","786,63",,15/05/2029,IPCA+
4371,RESA27,RAIZEN ENERGIA S/A (*) (**),15/03/2032,"IPCA + 5,9645%","8,7932","8,3583","8,5426","0,1266","8,416","8,6692","1071,240409","89,4818","1156,49",,15/08/2030,IPCA+
4372,RIGEA3,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),15/05/2029,"IPCA + 5,9853%","7,4233","7,099","7,2382","0,0538","7,1844","7,2922","1131,424177","96,7272","712,42",,15/08/2028,IPCA+
4373,RIPR22,RIO PARANA ENERGIA S/A (*),15/06/2031,"IPCA + 4,6279%","7,3963","7,0617","7,2097","0,058","7,1517","7,2679","1165,496451","90,2785","1051,61",,15/08/2030,IPCA+
4374,RIS412,AGUAS DO RIO 4 SPE S.A (*),15/01/2034,"IPCA + 6,9%","7,9079","7,5551","7,7448","0,0314","7,7134","7,7763","10,722728","96,3087","1198,99",,15/08/2030,IPCA+
4375,RIS414,AGUAS DO RIO 4 SPE S.A (*),15/09/2034,"IPCA + 7,3591%","7,8573","7,5484","7,6601","0,0464","7,6137","7,7066","1,05312","98,5446","1315,32",35.0,15/08/2032,IPCA+
4376,RIS422,AGUAS DO RIO 4 SPE S.A (*),15/01/2042,"IPCA + 7,2%","7,4549","7,1845","7,3011","0,0623","7,2388","7,3634","11,049359","99,1905","2168,98",,15/08/2040,IPCA+
4377,RIS424,AGUAS DO RIO 4 SPE S.A (*),15/09/2042,"IPCA + 7,692%","7,4917","7,2016","7,359","0,0364","7,3226","7,3955","1,098228","102,7617","2229,64",5.0,15/08/2040,IPCA+
4378,RISP12,SPE SANEAMENTO RIO 1 S.A (*),15/01/2034,"IPCA + 6,9%","7,9295","7,5405","7,7486","0,0456","7,7029","7,7943","10,720927","96,2925","1198,94",5.0,15/08/2030,IPCA+
4379,RISP14,SPE SANEAMENTO RIO 1 S.A (*),15/09/2034,"IPCA + 7,3591%","7,8695","7,5525","7,7006","0,0394","7,6613","7,7401","1,051054","98,3512","1314,77",,15/08/2032,IPCA+
4380,RISP22,SPE SANEAMENTO RIO 1 S.A (*),15/01/2042,"IPCA + 7,2%","7,5609","7,1836","7,3817","0,0391","7,3426","7,421","10,978256","98,5522","2164,5",,15/08/2040,IPCA+
4381,RISP24,SPE SANEAMENTO RIO 1 S.A (*),15/09/2042,"IPCA + 7,692%","7,5169","7,194","7,3527","0,1092","7,2435","7,462","1,098799","102,8152","2230,01",,15/08/2040,IPCA+
4382,RMSA12,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A. (*),15/06/2042,"IPCA + 7,6179%","8,6287","8,2499","8,465","0,0702","8,3948","8,5353","1283,554399","94,2227","1890,41",,15/05/2035,IPCA+
4383,RRRP13,3R PETROLEUM OLEO E GAS S.A. (*),15/10/2033,"IPCA + 8,4166%","8,2954","7,9394","8,0932","0,062","8,0312","8,1553","1145,39711","101,3033","1094,09",,15/08/2030,IPCA+
4384,RSAN16,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),15/09/2034,"IPCA + 6,9875%","7,7327","7,4371","7,5841","0,0385","7,5456","7,6227","1015,327128","96,6018","1562,07",,15/05/2033,IPCA+
4385,RSAN26,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),15/09/2039,"IPCA + 7,4224%","7,6493","7,2334","7,4281","0,143","7,2851","7,5712","1050,616882","99,9546","2156,31",,15/08/2040,IPCA+
4386,RSAN34,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),15/02/2028,"IPCA + 4,3854%","8,6025","8,2695","8,4038","0,0897","8,3141","8,4936","932,058468","95,0552","335,25",,15/05/2027,IPCA+
4387,RSAN44,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),15/02/2031,"IPCA + 4,833%","7,9512","7,5623","7,7482","0,1154","7,6328","7,8637","1043,297328","93,0619","651,06",,15/08/2028,IPCA+
4388,RUMOA2,RUMO S/A,15/02/2029,"IPCA + 4,5%","7,6084","7,3109","7,442","0,0909","7,3512","7,533","1344,3188","93,9205","566,69",,15/08/2028,IPCA+
4389,RUMOA3,RUMO S/A,15/10/2029,"IPCA + 3,9%","7,6568","7,3062","7,4603","0,0537","7,4066","7,5142","1320,40823","90,9772","702,84",,15/08/2028,IPCA+
4390,RUMOA4,RUMO S/A,15/04/2030,"IPCA + 6,7961%","7,5042","7,1692","7,2993","0,0633","7,236","7,3628","1393,331558","98,5516","781,33",5.0,15/05/2029,IPCA+
4391,RUMOA5,RUMO S/A (*) (**),15/12/2030,"IPCA + 3,6%","7,4934","7,1756","7,3001","0,0587","7,2414","7,3589","1159,645846","87,2832","970,7",,15/08/2030,IPCA+
4392,RUMOA6,RUMO S/A (*),15/06/2031,"IPCA + 4,4998%","7,4409","7,1349","7,2694","0,0829","7,1865","7,3524","1153,339952","89,581","1053,98",,15/08/2030,IPCA+
4393,RUMOA7,RUMO S/A (*),15/08/2029,"IPCA + 5,76%",--,--,"7,253","0,0786","7,1744","7,3317","1049,683241","95,1981","883,22",,15/05/2029,IPCA+
4394,RUMOB3,RUMO S/A,15/10/2029,IPCA + 4%,"7,6473","7,3418","7,452","0,0553","7,3966","7,5074","1299,138011","91,1752","709,01",,15/08/2028,IPCA+
4395,RUMOB5,RUMO S/A (*) (**),15/12/2035,IPCA + 4%,"7,2967","6,9939","7,1347","0,1013","7,0334","7,2361","1061,799569","79,8368","1880,46",,15/05/2035,IPCA+
4396,RUMOB6,RUMO S/A (*),15/06/2036,"IPCA + 4,5404%",--,--,"7,1158","0,0738","7,0419","7,1897","1066,696791","82,8428","1919,06",,15/05/2035,IPCA+
4397,RUMOB7,RUMO S/A (*),15/05/2033,"IPCA + 6,183%","7,3823","7,0789","7,2201","0,046","7,174","7,2662","1056,353026","94,2961","1515,4",,15/05/2033,IPCA+
