,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B
298,IGTAA0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,28/09/2025,"DI + 2,15%","0,26","0,1","0,1895","0,0164","0,1731","0,2061","1079,427211","100,0462",6,,
299,IGTAA3,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*) (**),20/09/2030,"DI + 0,45%",--,--,"0,8235","0,044","0,7795","0,8676","1060,910321","98,8031","816,34",,
300,IGTAB0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,28/09/2027,"DI + 2,45%","0,4469","0,2575","0,3549","0,0315","0,3233","0,3865","1109,515433","102,6902","324,78",10.0,
301,IGTAB1,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*),24/06/2028,"DI + 1,63%","0,75","0,49","0,6193","0,0106","0,6088","0,63","1059,469036","101,9184","479,85",,
302,INEL12,INSPIRALI EDUCACAO S/A (*),15/05/2029,"DI + 1,65%","1,4961","1,105","1,3051","0,0239","1,2813","1,3291","1064,416049","100,7219","533,82",40.0,
303,IOCHA3,IOCHPE-MAXION S/A (*) (**),02/04/2030,"DI + 1,6%","1,276","0,964","1,119","0,0253","1,0937","1,1445","1087,760474","101,2587","665,34",,
304,IOCHA4,IOCHPE-MAXION S/A (*) (**),10/10/2028,"DI + 1,35%","1,1374","0,8875","1,022","0,0286","0,9934","1,0506","1076,435892","100,6689","518,64",,
305,IOCHA5,IOCHPE-MAXION S/A (*) (**),05/02/2030,"DI + 1,55%","1,2215","0,7447","1,0313","0,285","0,7463","1,3164","1036,234024","101,551","758,41",5.0,
306,IOCHA6,IOCHPE-MAXION S/A (*) (**),04/06/2030,"DI + 1,45%","1,3","1,0229","1,157","0,013","1,144","1,17","1056,691849","100,9049","785,67",,
307,ISPE12,IGUA SERGIPE S.A. (*),01/06/2029,"DI + 2,5%","2,43","2,0023","2,236","0,0556","2,1804","2,2918","1135,362834","100,693","675,28",35.0,
308,ISPE13,IGUA SERGIPE S.A. (*),01/06/2029,"DI + 2,5%","2,4269","2,1959","2,2999",0,"2,2999","2,2999","1073,150809","100,5466","703,26",10.0,
309,ITSA16,ITAUSA S/A (*) (**),13/12/2031,"DI + 1,37%",--,--,"0,9523","0,0587","0,8935","1,0111","1132,758","101,4751","895,69",,
310,ITSA17,ITAUSA S/A (*),25/07/2034,"DI + 0,88%",--,--,"0,6711","0,0502","0,6209","0,7214","1034,4805","101,0517","1273,79",5.0,
311,JHSFA1,JHSF PARTICIPAÇÕES S/A,21/01/2027,"DI + 2,75%","1,4015","1,2","1,3007","0,0002","1,3004","1,301","692,643845","100,9281","164,19",5.0,
312,JHSFA3,JHSF PARTICIPAÇÕES S/A (*),20/12/2027,"DI + 2,2%","1,4","1,1986","1,3",0,"1,3","1,3","1024,345797","101,0079","286,12",,
313,JSLGA5,JSL S/A (*),20/10/2028,"DI + 2,7%","2,9691","2,3642","2,6676","0,0301","2,6374","2,6978","1072,095134","100,0531","423,9",,
314,JSMLA5,SIMPAR S.A. (*),15/01/2031,"DI + 3,5%","5,3382","4,2866","4,9169","0,323","4,5939","5,2401","991,169804","95,8987","771,99",,
315,JSMLB3,SIMPAR S.A. (*),20/05/2026,"DI + 2,2%","2,4914","0,5","1,5441","0,0996","1,4445","1,6437","530,516162","100,3977","155,35",,
316,KLAS12,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S/A (*) (**),16/08/2026,"DI + 2,8%","2,9676","2,0534","2,5203","0,0497","2,4706","2,5702","407,097669","100,1732","160,05",,
317,KRSA11,KORA SAUDE PARTICIPACOES S.A. (*),03/05/2027,"DI + 1,95%","11,8584","7,1274","8,1506","0,7519","7,3987","8,9026","1003,963214","94,4376","242,21",,
318,KRSA12,KORA SAUDE PARTICIPACOES S.A.,30/10/2030,"DI + 2,8%","9,9025","5,9505","8,3168","1,119","7,1978","9,4359","975,399089","86,3107","698,04",,
319,LCAMC2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),20/05/2031,"DI + 2,4%","1,5036","1,3672","1,438","0,0127","1,4253","1,4508","1090,667851","103,1322","826,92",5.0,
320,LMTP16,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),25/09/2025,"DI + 1,49%","1,3501","1,15","1,2455","0,0267","1,2188","1,2723","1077,503292","100,0038",4,,
321,LMTP17,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),25/05/2026,"DI + 2,4%","2,05","1,7675","1,922","0,0283","1,8938","1,9504","1057,958133","100,2943","158,29",,
322,LMTP18,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),10/12/2026,"DI + 1,93%","1,5956","1,3913","1,4873","0,0134","1,4739","1,5008","1051,156342","100,4818","278,3",,
323,LMTP26,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),25/09/2027,"DI + 1,7%","1,473","1,2686","1,3889","0,0071","1,3818","1,396","1084,082895","100,5122","420,38",,
324,LMTPA0,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),15/10/2029,"DI + 1,7%","1,5248","1,3","1,4107","0,0115","1,3992","1,4222","1078,125541","100,8516","750,84",,
325,LMTPA1,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),17/01/2028,"DI + 1,5%",--,--,"1,5011","0,0059","1,4952","1,5071","1028,446644","99,9979","499,4",,
326,LMTPB1,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),17/01/2030,"DI + 1,7%",--,--,"1,7992","0,0274","1,7718","1,8267","1025,602041","99,6854","814,09",,
327,LOGGB1,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S/A (*),11/07/2027,"DI + 1,65%","1,25","0,85","1,0509","0,003","1,048","1,054","1038,473213","100,6971","296,34",,
328,LORTB1,LOCALIZA RENT A CAR (*),15/07/2027,"DI + 1,6%","1,2814","1,1","1,1858","0,014","1,1718","1,1999","1036,657311","100,6544","402,45",,
329,LORTB2,LOCALIZA RENT A CAR (*),05/12/2028,"DI + 1,87%","1,2987","1,0914","1,185","0,0222","1,1628","1,2073","1065,892192","101,7194","637,63",,
330,LORTB9,LOCALIZA RENT A CAR (*),25/02/2029,DI + 2%,"1,4263","1,1988","1,3043","0,011","1,2933","1,3154","1031,257607","101,8992","693,65",10.0,
331,LVTC12,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*) (**),15/06/2027,"DI + 2,3%","3,4064","1,3003","2,3156","0,072","2,2436","2,3877","835,529579","99,9865","222,83",,
332,LVTC22,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*),15/06/2029,"DI + 2,7%","6,6423","3,6055","5,4421","0,8983","4,5438","6,3404","891,069946","95,8686","399,46",,
333,MATD12,HOSPITAL MATER DEI S.A. (*),15/05/2031,"DI + 0,95%","0,9293","0,7728","0,85","0,0002","0,8498","0,8503","1057,964495","100,3588","911,17",,
334,MEAL14,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A. (*) (**),11/10/2028,"DI + 4,2%","4,7883","3,2619","4,035","0,0817","3,9533","4,1169","667,428809","100,2661","422,78",,
335,MGLUA0,MAGAZINE LUIZA S/A (*),15/10/2026,"DI + 1,25%","2,1","1,65","1,8532","0,0488","1,8044","1,9021","1063,720293","99,6951","129,38",15.0,
336,MILS18,MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*),10/01/2030,DI + 2%,"1,0082","0,7","0,8645","0,0312","0,8332","0,8958","1063,083871","102,9484","656,11",,
337,MILS19,MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*),20/06/2029,"DI + 1,3%","1,15","0,75","0,95",0,"0,95","0,95","1049,245569","100,8954","649,58",,
338,MNLT11,MNLT S.A.,15/10/2026,"DI + 1,75%","0,9866","0,5213","0,7598","0,0423","0,7175","0,8022","1079,286181","100,9387","240,84",,
339,MNRVA1,MINERVA S/A (*) (**),15/10/2026,"DI + 1,6%","1,3873","1,1951","1,2972","0,0053","1,2919","1,3026","1071,621089","100,2858","240,95",,
340,MOTVA8,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),15/05/2030,"DI + 0,57%","0,6382","0,3015","0,507","0,0448","0,4622","0,5518","1047,298445","100,2144","861,53",5.0,
341,MOVI17,MOVIDA PARTICIPACOES S/A (*),15/09/2026,"DI + 2,7%","3,4713","1,9473","3,0762","0,98","2,0962","4,0562","499,593866","99,6566","237,08",15.0,
342,MOVI19,MOVIDA PARTICIPACOES S/A (*) (**),15/09/2027,"DI + 2,95%","3,8859","3,0092","3,6084","1,3974","2,211","5,0059","994,102214","99,1455","338,99",35.0,
343,MOVI27,MOVIDA PARTICIPACOES S/A (*) (**),15/09/2029,"DI + 2,9%","4,5613","3,4944","3,9809","1,0878","2,8931","5,0688","977,59296","97,4998","609,14",,
344,MOVI34,MOVIDA PARTICIPACOES S/A (*) (**),27/07/2027,"DI + 2,05%","3,8429","1,8573","2,828","0,6041","2,2238","3,4322","677,031648","99,0834","305,27",,
345,MOVIA2,MOVIDA PARTICIPACOES S/A (*),15/10/2026,"DI + 2,1%",--,--,"2,5259","1,2683","1,2576","3,7942","1068,560834","99,7873","128,79",,
346,MOVIA3,MOVIDA PARTICIPACOES S/A (*),05/03/2027,"DI + 2,5%","4,4877","3,2272","3,5196","1,1533","2,3664","4,673","993,346152","98,6919","335,13",,
347,MRFGA1,MARFRIG GLOBAL FOODS S.A. (*) (**),11/11/2027,"DI + 1,55%","1,3","0,8","1,05","0,0002","1,0498","1,0503","1065,726631","100,6989","355,83",,
348,MTRO12,COMPANHIA DO METROPOLITANO DE SAO PAULO,25/04/2027,"DI + 4,5%","0,65","0,3678","0,5284","0,014","0,5143","0,5425","496,595703","102,8569","184,28",,
349,MULPA0,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),15/10/2028,"DI + 1,3%","0,8039","0,6342","0,7205","0,0152","0,7053","0,7357","1077,666985","100,9806","429,27",,
350,MULPB1,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),10/01/2028,"DI + 1,2%","0,8","0,6187","0,7161","0,0088","0,7074","0,725","1038,827043","100,7598","398,18",,
351,MULTA5,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),15/10/2031,"DI + 0,55%","0,65","0,2525","0,4723","0,0331","0,4392","0,5054","1066,70788","100,2755","897,33",10.0,
352,MULTB5,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),15/10/2034,"DI + 0,8%","0,8","0,4","0,6","0,0002","0,5998","0,6003","1075,072591","100,9534","1206,17",,
353,MVLV19,MOVIDA PARTICIPACOES S/A (*),05/04/2027,"DI + 2,95%","4,2669","3,6182","3,8638","0,9165","2,9472","4,7804","1070,308682","99,2107","225,67",15.0,
354,MVLVA1,MOVIDA PARTICIPACOES S/A (*),22/12/2027,"DI + 2,9%","4,4096","3,1239","3,4369","0,8141","2,6228","4,2511","1037,559707","99,4353","273,81",,
355,MVLVA3,MOVIDA PARTICIPACOES S/A (*),10/08/2027,"DI + 2,5%","4,3897","1,9041","3,0748","0,6301","2,4447","3,705","1009,600423","99,0772","417,61",,
356,NATUA3,NATURA COSMÉTICOS S/A (*),15/06/2029,"DI + 1,2%","1,15","0,8","0,9744","0,0038","0,9706","0,9782","1048,236644","100,6458","727,34",,
357,NIGP12,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),24/03/2032,"DI + 1,9%","1,119","0,85","0,9861","0,0135","0,9726","0,9997","1116,107612","103,3194","918,35",,
358,NTSD16,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2029,"DI + 1,2%","0,8526","0,6588","0,7501","0,0003","0,7498","0,7505","1027,591667","101,2331","693,72",5.0,
359,NTSD17,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),20/06/2028,"DI + 0,8%","0,5298","0,3812","0,4592","0,0122","0,4471","0,4715","1046,63002","100,7725","572,85",,
360,NTSD18,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),22/11/2030,"DI + 0,8%","0,8","0,4","0,6","0,0002","0,5998","0,6003","1058,276357","100,7305","924,31",,
361,NTSD25,NOVA TRANSPORTE DO SUDESTE S.A. - NTS  (*),13/09/2029,"DI + 1,6%","1,1873","0,88","1,0296","0,001","1,0286","1,0306","1020,276924","101,7774","789,61",,
362,NTSD26,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2031,"DI + 1,4%","0,9","0,6928","0,7906","0,0147","0,7759","0,8053","1037,582027","102,1973","910,69",,
363,NTSD35,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),13/09/2032,"DI + 1,85%","1,0855","0,8617","0,9664","0,0337","0,9327","1,0002","1038,181137","103,5593","1015,73",,
364,NTSD36,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2034,"DI + 1,7%","1,0241","0,8045","0,9166","0,035","0,8817","0,9517","1052,889987","103,6747","1182,74",,
365,OMGE13,OMEGA GERAÇÃO S/A (*),15/03/2029,"DI + 1,99%","1,2","0,96","1,08","0,0002","1,0798","1,0803","786,841113","101,9302","538,84",,
366,OMGE16,OMEGA GERAÇÃO S/A (*) (**),15/03/2030,"DI + 1,15%","1,05","0,8","0,9295","0,0105","0,9191","0,9401","1009,930127","100,7523","866,02",,
367,OMGE21,OMEGA GERAÇÃO S/A (*) (**),15/05/2026,"DI + 1,3%","0,9","0,55","0,7331","0,0205","0,7126","0,7537","635,450818","100,341","152,86",,
368,OMGE26,OMEGA GERAÇÃO S/A (*) (**),15/03/2031,"DI + 1,25%","1,3756","0,8905","1,0442","0,1886","0,8556","1,2329","1010,503644","100,808","997,49",10.0,
369,ONCO19,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),25/11/2027,"DI + 1,62%",--,--,--,--,--,--,"756,000422","71,8495",N/D,,
370,ONCO29,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),25/11/2029,"DI + 1,8%",--,--,--,--,--,--,"736,04655","69,9123",N/D,35.0,
371,ONCOA1,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),10/04/2029,"DI + 1,4%",--,--,--,--,--,--,"770,357644","72,0285",N/D,,
372,OPCT15,OCEANPACT SERVICOS MARITIMOS S.A. (*),10/07/2029,"DI + 2,95%","1,65","1,3","1,4849","0,0167","1,4682","1,5017","964,967169","102,3115","403,84",,
373,OPCT16,OCEANPACT SERVICOS MARITIMOS S.A. (*),18/12/2029,"DI + 2,5%","1,7439","1,4478","1,5869","0,1055","1,4815","1,6925","1023,998239","102,3334","650,98",35.0,
374,OPCT17,OCEANPACT SERVICOS MARITIMOS S.A.  (*),27/07/2030,DI + 2%,"1,7","1,45","1,5741","0,0042","1,5699","1,5785","1023,119103","101,2224","732,72",,
375,ORMA15,ORIZON MEIO AMBIENTE S.A. (*),15/11/2028,"DI + 2,4%","1,5","1,2","1,35",0,"1,35","1,35","1017,654102","101,5031","365,74",,
376,OVSA10,UNIDAS LOCACOES E SERVICOS S.A. (*) (**),20/06/2026,"DI + 2,4%","1,9","1,6","1,75","0,0002","1,7498","1,7503","523,757327","100,4488","177,21",,
377,OVSA1A,UNIDAS LOCACOES E SERVICOS S.A. (*) (**),24/05/2027,"DI + 2,45%","1,905","1,7466","1,8218","0,0073","1,8145","1,8292","1061,756795","100,6382","260,88",35.0,
378,OVSAA3,UNIDAS LOCACOES E SERVICOS S.A. (*),15/07/2028,"DI + 2,4%","2,4411","2,0274","2,3253","0,1873","2,138","2,5127","1033,063382","100,1557","537,21",,
379,OVSAA8,UNIDAS LOCACOES E SERVICOS S.A. (*),10/06/2029,"DI + 2,7%","2,4697","2,0421","2,2925","0,0605","2,2319","2,3531","1058,82997","100,9979","629,99",,
380,OVSAA9,UNIDAS LOCACOES E SERVICOS S.A. (*),18/11/2029,"DI + 2,5%","2,6658","2,3025","2,5098","0,0536","2,4562","2,5634","1058,300505","99,9738","689,4",,
381,OVSAB0,UNIDAS LOCACOES E SERVICOS S.A. (*),16/05/2028,"DI + 2,3%","2,4235","2,15","2,288","0,0189","2,2691","2,307","1045,478396","100,0253","543,41",,
382,OZNH11,OZN HEALTH SPE S.A (*),26/11/2031,"DI + 3,5%","2,1941","1,7603","2,0676","0,5527","1,5149","2,6204","1048,909714","103,6006","644,71",,
383,PALFA4,COMPANHIA PAULISTA DE FORÇA E LUZ (*),05/09/2027,"DI + 0,55%",--,--,"0,493","0,0501","0,4429","0,5432","575,034611","100,0563","249,95",,
384,PALFA5,COMPANHIA PAULISTA DE FORÇA E LUZ (*),10/09/2029,"DI + 0,49%",--,--,"0,5587","0,1181","0,4406","0,6769","1002,083347","99,8089","705,17",,
385,PALFA6,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/02/2030,"DI + 0,59%",--,--,"0,5998","0,0049","0,5949","0,6049","1014,166498","99,9705","764,22",15.0,
386,PASS12,COMPASS GAS E ENERGIA S.A (*),01/11/2030,"DI + 1,55%",--,--,"1,3691","0,065","1,3041","1,4341","1068,341648","100,5881","829,37",,
387,PASS13,COMPASS GAS E ENERGIA S.A (*),15/03/2029,"DI + 1,08%","0,9","0,7","0,8023","0,0075","0,7948","0,8099","1010,234553","100,7838","715,5",,
388,PASS14,COMPASS GAS E ENERGIA S.A (*),01/06/2030,"DI + 0,65%","0,5633","0,46","0,5074","0,0148","0,4927","0,5223","1045,092818","100,4917","872,2",15.0,
389,PASS24,COMPASS GAS E ENERGIA S.A (*),01/06/2032,"DI + 0,7%",--,--,"1,2743","0,3813","0,893","1,6557","1015,203034","97,6602","1045,63",,
390,PEJA21,PRIO FORTE S.A (*),15/08/2027,"DI + 2,05%","1,4","0,7644","1,051","0,0118","1,0392","1,0629","1032,857526","101,6675","423,87",,
391,PFOR15,PRIO FORTE S.A (*),20/02/2030,"DI + 1,2%",--,"0,9","0,9643","0,0759","0,8884","1,0404","1020,51672","100,7168","772,34",,
392,PFOR16,PRIO FORTE S.A (*),15/07/2030,"DI + 1,45%","1,2949","1,0664","1,1762","0,0375","1,1387","1,2138","1038,035324","100,8779","815,74",50.0,
393,PFOR25,PRIO FORTE S.A (*),20/02/2032,"DI + 1,35%",--,--,"1,221","0,0428","1,1781","1,2639","1018,692536","100,5237","1034,25",,
394,PFOR26,PRIO FORTE S.A (*),15/07/2032,"DI + 1,6%","1,4139","1,1937","1,293","0,059","1,234","1,352","1042,418873","101,276","1057,7",15.0,
395,PGMN26,EMPREENDIMENTOS PAGUE MENOS S/A (*),05/11/2028,"DI + 2,2%","1,7124","1,2638","1,4965","0,0247","1,4718","1,5213","1079,648936","101,4603","529,63",,
396,PLSB2A,AUTOPISTA LITORAL SUL S/A. (*),15/10/2028,"DI + 1,55%","1,35","1,05","1,2","0,0108","1,1893","1,2109","1073,887758","100,5193","378,47",,
397,PRLG17,PROLAGOS S/A - C.S.PUBL. DE ÁGUA E ESGOTO (*),10/04/2030,"DI + 1,2%","0,9","0,7","0,8","0,0002","0,7998","0,8003","1081,857306","101,3005","823,5",,
398,PSAN23,PARSAN S.A. (*),18/03/2030,"DI + 2,7%","2,2","1,9","2,05","0,0002","2,0498","2,0503","1022,209696","102,1538","847,41",,
399,QUAL16,QUALICORP S/A (*) (**),03/06/2027,"DI + 1,85%","2,3023","2,0002","2,1516","0,0519","2,0998","2,2036","522,903408","99,6857","268,22",15.0,
400,RADL15,RAIA DROGASIL S/A (*),25/01/2029,"DI + 1,49%","0,85","0,45","0,65","0,0002","0,6498","0,6503","1044,878474","101,9698","592,32",,
401,RADL19,RAIA DROGASIL S/A (*),22/04/2031,"DI + 0,65%",--,--,"0,6925","0,0424","0,6501","0,735","1060,875916","99,8493","899,92",,
402,RCHL14,LOJAS RIACHUELO S.A. (*),07/11/2027,"DI + 2,35%","1,5669","1,3","1,4381","0,0258","1,4123","1,464","1072,726583","100,8767","246,47",,
403,RDORA5,REDE DOR SÃO LUIZ S/A (*),15/10/2032,DI + 2%,"1,2775","1,1","1,1807","0,0139","1,1668","1,1947","1108,113506","103,5248","1089,31",,
404,RDORB3,REDE DOR SÃO LUIZ S/A (*) (**),15/05/2032,"DI + 1,9%","1,1694","0,9971","1,0779","0,0108","1,0671","1,0889","1090,477225","103,0975","953,43",,
405,RDORB5,REDE DOR SÃO LUIZ S/A (*),15/10/2032,"DI + 1,95%","1,2715","0,7615","1,0272","0,0108","1,0164","1,0381","1110,938272","103,8107","1043,25",,
406,RDORB9,REDE DOR SÃO LUIZ S/A (*),20/08/2031,"DI + 1,9%","1,0343","0,85","0,9376","0,0185","0,9191","0,9562","1048,801346","103,446","903,17",10.0,
407,RDORC1,REDE DOR SÃO LUIZ S/A (*),05/10/2031,DI + 2%,"1,6959","1,5732","1,6369","0,0053","1,6316","1,6423","1087,44418","101,2264","862,96",,
408,RDORC3,REDE DOR SÃO LUIZ S/A (*) (**),15/05/2032,"DI + 1,9%","1,15","0,9","1,0265","0,0038","1,0227","1,0304","1092,578425","103,2962","953,98",,
409,RDORC4,REDE DOR SÃO LUIZ S/A (*),15/09/2027,"DI + 0,65%","0,5583","0,38","0,4742","0,0177","0,4564","0,492","1005,437541","100,312","449,12",10.0,
410,RDORC7,REDE DOR SÃO LUIZ S/A (*),20/06/2029,"DI + 0,79%","0,7","0,5428","0,6206","0,0116","0,6089","0,6323","1042,503851","100,3778","565,07",10.0,
411,RDORC9,REDE DOR SÃO LUIZ S/A (*),20/08/2031,"DI + 1,9%","1,0443","0,85","0,9424","0,0198","0,9225","0,9623","1048,622617","103,4283","903,14",10.0,
412,RDORD3,REDE DOR SÃO LUIZ S/A (*),05/05/2034,"DI + 1,7%","1,2","0,95","1,075","0,0097","1,0653","1,0849","1094,405307","103,0433","1233,2",10.0,
413,RDORD4,REDE DOR SÃO LUIZ S/A (*),15/09/2031,"DI + 1,1%","1,1","0,8","0,9457","0,0074","0,9383","0,9532","1008,84041","100,6444","1060,54",35.0,
414,RDORD7,REDE DOR SÃO LUIZ S/A (*),20/02/2030,"DI + 1,7%",--,--,"1,0374","0,1172","0,9201","1,1547","1034,048597","102,0084","767,93",,
415,RDORD9,REDE DOR SÃO LUIZ S/A (*),25/07/2031,"DI + 2,25%","1,4352","1,2","1,3071","0,0167","1,2904","1,3239","1059,431592","103,2677","878,06",,
416,RDORE4,REDE DOR SÃO LUIZ S/A (*),15/09/2034,"DI + 1,3%","1,2","0,95","1,0704","0,0101","1,0604","1,0806","1014,555552","101,2114","1340,04",,
417,RDORF1,REDE DOR SÃO LUIZ S/A (*),10/06/2033,"DI + 0,9%",--,--,"0,9438","0,0383","0,9056","0,9822","1039,21521","99,8019","1150,91",,
418,RECV12,PETRORECONCAVO S.A. (*),15/10/2029,"DI + 1,15%","0,9524","0,6923","0,8359","0,1286","0,7072","0,9646","1075,555004","100,8474","684,32",,
419,RENTA5,LOCALIZA RENT A CAR (*),11/08/2033,"DI + 2,35%","1,3034","1,15","1,2239","0,0166","1,2073","1,2406","1069,573715","104,9804","1115,43",,
420,RENTC4,LOCALIZA RENT A CAR (*),25/11/2028,"DI + 1,85%","1,2863","1,0512","1,1697","0,0178","1,1519","1,1877","1070,774959","101,6896","630,89",,
421,RENTC8,LOCALIZA RENT A CAR (*),27/02/2029,"DI + 1,85%","1,25",1,"1,1337","0,0133","1,1205","1,1471","1030,545187","101,9673","696,52",,
422,RENTD0,LOCALIZA RENT A CAR (*),10/12/2030,"DI + 1,55%","1,279",1,"1,1323","0,0148","1,1176","1,1472","1059,737317","101,4102","857,6",5.0,
423,RENTD9,LOCALIZA RENT A CAR (*),16/04/2030,"DI + 1,85%","1,3391","1,0877","1,212","0,0171","1,1948","1,2292","1091,014474","102,0532","817,15",,
424,RENTE2,LOCALIZA RENT A CAR (*),20/05/2030,"DI + 1,2%",--,--,"1,2201","0,1172","1,1028","1,3374","1045,734024","99,9329","851,82",,
425,RENTE4,LOCALIZA RENT A CAR (*),01/08/2032,"DI + 1,3%","1,2988","0,929","1,1267","0,0334","1,0933","1,1602","1028,392035","100,6936","1018,21",,
426,RENTE9,LOCALIZA RENT A CAR (*),16/04/2034,"DI + 2,15%","1,5","1,3","1,3973","0,0083","1,3889","1,4057","1106,066824","103,3309","1123,79",,
427,RENTF2,LOCALIZA RENT A CAR (*),20/05/2032,"DI + 1,4%","1,3401","0,9806","1,1769","0,1046","1,0722","1,2816","1056,987149","100,9481","1081,24",,
428,RIPR13,RIO PARANA ENERGIA S/A (*) (**),27/06/2027,"DI + 1,29%",--,--,"0,9241","0,0164","0,9077","0,9407","1041,058459","100,4125","286,78",,
429,RNDNA0,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),09/11/2027,"DI + 1,5%","1,15","0,8788","1,0263","0,0045","1,0218","1,0309","1067,670649","100,8403","450,99",,
430,RNDNA1,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),17/05/2031,"DI + 1,17%","1,2146","1,0328","1,1238","0,016","1,1078","1,1398","1055,613536","100,1759","969,63",,
431,RNDNB0,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),09/11/2029,"DI + 1,69%","1,15","0,85","1,0103","0,0177","0,9926","1,0281","1079,282581","101,8659","696,05",,
432,RODB11,RODOVIAS DO BRASIL HOLDING S.A. (*),10/05/2030,"DI + 4,25%","2,3292","2,05","2,194","0,0472","2,1468","2,2413","1599,373948","105,5263","687,08",10.0,
433,RRRP14,3R PETROLEUM OLEO E GAS S.A. (*),08/02/2029,DI + 3%,"2,2809","1,85","2,0285","0,1363","1,8922","2,1649","1039,625193","101,8985","501,12",5.0,
434,RSAN15,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),05/12/2026,"DI + 2,5%",--,--,"2,1876","0,0096","2,178","2,1973","1053,293748","100,3328","274,34",,
435,RSAN24,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*) (**),15/02/2026,"DI + 2,25%",--,--,--,--,--,--,N/D,N/D,N/D,,
436,RSAN25,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),05/12/2028,"DI + 2,9%","1,9988","1,6307","1,8335","0,0497","1,7838","1,8833","1078,650215","102,6292","629,14",,
437,SAEL26,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A (*) (**),10/06/2026,"DI + 0,83%","0,4","0,2","0,3","0,0002","0,2998","0,3004","1046,596331","100,3565","170,17",,
438,SAELA4,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A,04/09/2029,"DI + 0,8%","0,65","0,4317","0,5502","0,0448","0,5054","0,5951","1014,301962","100,7821","791,62",,
439,SAPRA1,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),15/03/2026,"DI + 1,65%",--,--,"1,2305","0,035","1,1955","1,2657","502,22999","100,1988",121,,
440,SAPRB1,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),15/01/2027,"DI + 0,88%",--,--,"0,7328","0,0376","0,6952","0,7704","1029,671928","100,1116","192,6",,
441,SAPRB4,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*),15/01/2030,"DI + 1,05%",--,--,"0,7531","0,0439","0,7092","0,797","1038,788551","100,9656","823,76",10.0,
